category_code,data_type_code,cell_value,program_code,seasonally_adj,time_slot_date,time_slot_id,time_slot_name,time
XXXX,MPCT,-0.9,VIP,yes,2019-06-01,834,Jun2019,2019-06
XXXX,MPCV,-0.4,VIP,yes,2019-06-01,834,Jun2019,2019-06
XXXX,MPCP,-2.6,VIP,yes,2019-06-01,834,Jun2019,2019-06
00XX,T,47610,VIP,no,2019-07-01,835,Jul2019,2019-07
00XX,V,47064,VIP,no,2019-07-01,835,Jul2019,2019-07
00XX,P,546,VIP,no,2019-07-01,835,Jul2019,2019-07
00XX,E_T,3.2,VIP,no,2019-07-01,835,Jul2019,2019-07
00XX,E_V,5.0,VIP,no,2019-07-01,835,Jul2019,2019-07
00XX,E_P,3.2,VIP,no,2019-07-01,835,Jul2019,2019-07
00XX,E_MPCT,2.7,VIP,no,2019-07-01,835,Jul2019,2019-07
00XX,E_MPCV,0.8,VIP,no,2019-07-01,835,Jul2019,2019-07
00XX,E_MPCP,2.7,VIP,no,2019-07-01,835,Jul2019,2019-07
00XX,MPCT,1.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
00XX,MPCV,1.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
00XX,MPCP,-1.6,VIP,yes,2019-07-01,835,Jul2019,2019-07
01XX,T,2905,VIP,no,2019-07-01,835,Jul2019,2019-07
01XX,V,2824,VIP,no,2019-07-01,835,Jul2019,2019-07
01XX,E_T,1.7,VIP,no,2019-07-01,835,Jul2019,2019-07
01XX,E_V,1.7,VIP,no,2019-07-01,835,Jul2019,2019-07
01XX,E_MPCT,1.0,VIP,no,2019-07-01,835,Jul2019,2019-07
01XX,E_MPCV,1.0,VIP,no,2019-07-01,835,Jul2019,2019-07
01XX,MPCV,-4.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
01XX,MPCT,-4.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
02XX,T,6779,VIP,no,2019-07-01,835,Jul2019,2019-07
02XX,V,5871,VIP,no,2019-07-01,835,Jul2019,2019-07
02XX,P,908,VIP,no,2019-07-01,835,Jul2019,2019-07
02XX,E_T,1.8,VIP,no,2019-07-01,835,Jul2019,2019-07
02XX,E_V,2.0,VIP,no,2019-07-01,835,Jul2019,2019-07
02XX,E_P,3.1,VIP,no,2019-07-01,835,Jul2019,2019-07
02XX,E_MPCT,0.8,VIP,no,2019-07-01,835,Jul2019,2019-07
02XX,E_MPCV,0.9,VIP,no,2019-07-01,835,Jul2019,2019-07
02XX,E_MPCP,1.5,VIP,no,2019-07-01,835,Jul2019,2019-07
02XX,MPCT,0.9,VIP,yes,2019-07-01,835,Jul2019,2019-07
02XX,MPCV,0.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
02XX,MPCP,2.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
03XX,T,7411,VIP,no,2019-07-01,835,Jul2019,2019-07
03XX,V,7001,VIP,no,2019-07-01,835,Jul2019,2019-07
03XX,P,410,VIP,no,2019-07-01,835,Jul2019,2019-07
03XX,E_T,1.9,VIP,no,2019-07-01,835,Jul2019,2019-07
03XX,E_V,1.9,VIP,no,2019-07-01,835,Jul2019,2019-07
03XX,E_P,4.8,VIP,no,2019-07-01,835,Jul2019,2019-07
03XX,E_MPCT,0.9,VIP,no,2019-07-01,835,Jul2019,2019-07
03XX,E_MPCV,0.9,VIP,no,2019-07-01,835,Jul2019,2019-07
03XX,E_MPCP,2.9,VIP,no,2019-07-01,835,Jul2019,2019-07
03XX,MPCT,-0.9,VIP,yes,2019-07-01,835,Jul2019,2019-07
03XX,MPCV,-1.8,VIP,yes,2019-07-01,835,Jul2019,2019-07
03XX,MPCP,16.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
04XX,T,3743,VIP,no,2019-07-01,835,Jul2019,2019-07
04XX,V,2989,VIP,no,2019-07-01,835,Jul2019,2019-07
04XX,P,754,VIP,no,2019-07-01,835,Jul2019,2019-07
04XX,E_T,1.8,VIP,no,2019-07-01,835,Jul2019,2019-07
04XX,E_V,2.1,VIP,no,2019-07-01,835,Jul2019,2019-07
04XX,E_P,2.5,VIP,no,2019-07-01,835,Jul2019,2019-07
04XX,E_MPCT,1.2,VIP,no,2019-07-01,835,Jul2019,2019-07
04XX,E_MPCV,1.5,VIP,no,2019-07-01,835,Jul2019,2019-07
04XX,E_MPCP,2.0,VIP,no,2019-07-01,835,Jul2019,2019-07
04XX,MPCT,0.9,VIP,yes,2019-07-01,835,Jul2019,2019-07
04XX,MPCV,1.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
04XX,MPCP,-0.6,VIP,yes,2019-07-01,835,Jul2019,2019-07
05XX,T,9917,VIP,no,2019-07-01,835,Jul2019,2019-07
05XX,V,1714,VIP,no,2019-07-01,835,Jul2019,2019-07
05XX,P,8203,VIP,no,2019-07-01,835,Jul2019,2019-07
05XX,E_T,1.6,VIP,no,2019-07-01,835,Jul2019,2019-07
05XX,E_V,2.3,VIP,no,2019-07-01,835,Jul2019,2019-07
05XX,E_P,2.0,VIP,no,2019-07-01,835,Jul2019,2019-07
05XX,E_MPCT,1.4,VIP,no,2019-07-01,835,Jul2019,2019-07
05XX,E_MPCV,1.4,VIP,no,2019-07-01,835,Jul2019,2019-07
05XX,E_MPCP,1.7,VIP,no,2019-07-01,835,Jul2019,2019-07
05XX,MPCT,4.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
05XX,MPCV,3.6,VIP,yes,2019-07-01,835,Jul2019,2019-07
05XX,MPCP,4.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
06XX,T,257,VIP,no,2019-07-01,835,Jul2019,2019-07
06XX,V,257,VIP,no,2019-07-01,835,Jul2019,2019-07
06XX,E_T,6.2,VIP,no,2019-07-01,835,Jul2019,2019-07
06XX,E_V,6.2,VIP,no,2019-07-01,835,Jul2019,2019-07
06XX,E_MPCT,4.1,VIP,no,2019-07-01,835,Jul2019,2019-07
06XX,E_MPCV,4.1,VIP,no,2019-07-01,835,Jul2019,2019-07
06XX,MPCT,6.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
06XX,MPCV,6.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
07XX,T,864,VIP,no,2019-07-01,835,Jul2019,2019-07
07XX,P,844,VIP,no,2019-07-01,835,Jul2019,2019-07
07XX,E_T,3.2,VIP,no,2019-07-01,835,Jul2019,2019-07
07XX,E_P,3.2,VIP,no,2019-07-01,835,Jul2019,2019-07
07XX,E_MPCT,2.3,VIP,no,2019-07-01,835,Jul2019,2019-07
07XX,E_MPCP,2.4,VIP,no,2019-07-01,835,Jul2019,2019-07
07XX,MPCT,1.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
07XX,MPCP,1.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
08XX,T,2417,VIP,no,2019-07-01,835,Jul2019,2019-07
08XX,V,1182,VIP,no,2019-07-01,835,Jul2019,2019-07
08XX,P,1235,VIP,no,2019-07-01,835,Jul2019,2019-07
08XX,E_T,2.1,VIP,no,2019-07-01,835,Jul2019,2019-07
08XX,E_V,2.3,VIP,no,2019-07-01,835,Jul2019,2019-07
08XX,E_P,3.7,VIP,no,2019-07-01,835,Jul2019,2019-07
08XX,E_MPCT,1.3,VIP,no,2019-07-01,835,Jul2019,2019-07
08XX,E_MPCV,1.6,VIP,no,2019-07-01,835,Jul2019,2019-07
08XX,E_MPCP,2.0,VIP,no,2019-07-01,835,Jul2019,2019-07
08XX,MPCT,-2.8,VIP,yes,2019-07-01,835,Jul2019,2019-07
08XX,MPCV,-5.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
08XX,MPCP,-0.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
09XX,T,4957,VIP,no,2019-07-01,835,Jul2019,2019-07
09XX,V,1414,VIP,no,2019-07-01,835,Jul2019,2019-07
09XX,P,3543,VIP,no,2019-07-01,835,Jul2019,2019-07
09XX,E_T,1.3,VIP,no,2019-07-01,835,Jul2019,2019-07
09XX,E_V,1.3,VIP,no,2019-07-01,835,Jul2019,2019-07
09XX,E_P,1.6,VIP,no,2019-07-01,835,Jul2019,2019-07
09XX,E_MPCT,2.6,VIP,no,2019-07-01,835,Jul2019,2019-07
09XX,E_MPCV,0.6,VIP,no,2019-07-01,835,Jul2019,2019-07
09XX,E_MPCP,3.3,VIP,no,2019-07-01,835,Jul2019,2019-07
09XX,MPCT,-2.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
09XX,MPCV,-4.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
09XX,MPCP,-1.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
10XX,V,1905,VIP,no,2019-07-01,835,Jul2019,2019-07
10XX,T,1915,VIP,no,2019-07-01,835,Jul2019,2019-07
10XX,E_T,53.4,VIP,no,2019-07-01,835,Jul2019,2019-07
10XX,E_V,0.0,VIP,no,2019-07-01,835,Jul2019,2019-07
10XX,E_MPCT,22.5,VIP,no,2019-07-01,835,Jul2019,2019-07
10XX,E_MPCV,0.0,VIP,no,2019-07-01,835,Jul2019,2019-07
10XX,MPCT,0.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
10XX,MPCV,0.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
11XX,T,8119,VIP,no,2019-07-01,835,Jul2019,2019-07
11XX,V,7559,VIP,no,2019-07-01,835,Jul2019,2019-07
11XX,P,560,VIP,no,2019-07-01,835,Jul2019,2019-07
11XX,E_T,0.4,VIP,no,2019-07-01,835,Jul2019,2019-07
11XX,E_V,0.3,VIP,no,2019-07-01,835,Jul2019,2019-07
11XX,E_P,6.0,VIP,no,2019-07-01,835,Jul2019,2019-07
11XX,E_MPCT,0.2,VIP,no,2019-07-01,835,Jul2019,2019-07
11XX,E_MPCV,0.1,VIP,no,2019-07-01,835,Jul2019,2019-07
11XX,E_MPCP,5.9,VIP,no,2019-07-01,835,Jul2019,2019-07
11XX,MPCT,-0.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
11XX,MPCV,-1.9,VIP,yes,2019-07-01,835,Jul2019,2019-07
11XX,MPCP,20.8,VIP,yes,2019-07-01,835,Jul2019,2019-07
12XX,T,10963,VIP,no,2019-07-01,835,Jul2019,2019-07
12XX,P,10931,VIP,no,2019-07-01,835,Jul2019,2019-07
12XX,E_T,3.2,VIP,no,2019-07-01,835,Jul2019,2019-07
12XX,E_P,3.2,VIP,no,2019-07-01,835,Jul2019,2019-07
12XX,E_MPCT,3.9,VIP,no,2019-07-01,835,Jul2019,2019-07
12XX,E_MPCP,3.9,VIP,no,2019-07-01,835,Jul2019,2019-07
12XX,MPCT,-3.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
12XX,MPCP,-3.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
13XX,T,2451,VIP,no,2019-07-01,835,Jul2019,2019-07
13XX,P,2397,VIP,no,2019-07-01,835,Jul2019,2019-07
13XX,E_T,3.5,VIP,no,2019-07-01,835,Jul2019,2019-07
13XX,E_P,3.6,VIP,no,2019-07-01,835,Jul2019,2019-07
13XX,E_MPCT,3.1,VIP,no,2019-07-01,835,Jul2019,2019-07
13XX,E_MPCP,3.1,VIP,no,2019-07-01,835,Jul2019,2019-07
13XX,MPCT,0.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
13XX,MPCP,0.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
14XX,T,1549,VIP,no,2019-07-01,835,Jul2019,2019-07
14XX,P,1521,VIP,no,2019-07-01,835,Jul2019,2019-07
14XX,E_T,4.1,VIP,no,2019-07-01,835,Jul2019,2019-07
14XX,E_P,4.2,VIP,no,2019-07-01,835,Jul2019,2019-07
14XX,E_MPCT,2.9,VIP,no,2019-07-01,835,Jul2019,2019-07
14XX,E_MPCP,2.9,VIP,no,2019-07-01,835,Jul2019,2019-07
14XX,MPCT,4.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
14XX,MPCP,4.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
15XX,T,803,VIP,no,2019-07-01,835,Jul2019,2019-07
15XX,P,798,VIP,no,2019-07-01,835,Jul2019,2019-07
15XX,E_T,2.0,VIP,no,2019-07-01,835,Jul2019,2019-07
15XX,E_P,2.0,VIP,no,2019-07-01,835,Jul2019,2019-07
15XX,E_MPCT,2.0,VIP,no,2019-07-01,835,Jul2019,2019-07
15XX,E_MPCP,2.0,VIP,no,2019-07-01,835,Jul2019,2019-07
15XX,MPCT,4.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
15XX,MPCP,4.6,VIP,yes,2019-07-01,835,Jul2019,2019-07
20IX,T,6244,VIP,no,2019-07-01,835,Jul2019,2019-07
20IX,V,6218,VIP,no,2019-07-01,835,Jul2019,2019-07
20IX,E_T,0.7,VIP,no,2019-07-01,835,Jul2019,2019-07
20IX,E_V,0.7,VIP,no,2019-07-01,835,Jul2019,2019-07
20IX,E_MPCT,0.3,VIP,no,2019-07-01,835,Jul2019,2019-07
20IX,E_MPCV,0.3,VIP,no,2019-07-01,835,Jul2019,2019-07
20IX,MPCT,4.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
20IX,MPCV,4.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
A00XX,T,510759,VIP,yes,2019-07-01,835,Jul2019,2019-07
A00XX,V,504636,VIP,yes,2019-07-01,835,Jul2019,2019-07
A00XX,P,6123,VIP,yes,2019-07-01,835,Jul2019,2019-07
A00XX,E_T,3.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
A00XX,E_V,5.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
A00XX,E_P,3.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
A01XX,T,33889,VIP,yes,2019-07-01,835,Jul2019,2019-07
A01XX,V,32928,VIP,yes,2019-07-01,835,Jul2019,2019-07
A01XX,E_T,1.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
A01XX,E_V,1.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
A02XX,T,79275,VIP,yes,2019-07-01,835,Jul2019,2019-07
A02XX,V,68636,VIP,yes,2019-07-01,835,Jul2019,2019-07
A02XX,P,10639,VIP,yes,2019-07-01,835,Jul2019,2019-07
A02XX,E_T,1.8,VIP,yes,2019-07-01,835,Jul2019,2019-07
A02XX,E_V,2.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
A02XX,E_P,3.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
A03XX,T,84691,VIP,yes,2019-07-01,835,Jul2019,2019-07
A03XX,V,79786,VIP,yes,2019-07-01,835,Jul2019,2019-07
A03XX,P,4905,VIP,yes,2019-07-01,835,Jul2019,2019-07
A03XX,E_T,1.9,VIP,yes,2019-07-01,835,Jul2019,2019-07
A03XX,E_V,1.9,VIP,yes,2019-07-01,835,Jul2019,2019-07
A03XX,E_P,4.8,VIP,yes,2019-07-01,835,Jul2019,2019-07
A04XX,T,44148,VIP,yes,2019-07-01,835,Jul2019,2019-07
A04XX,V,35292,VIP,yes,2019-07-01,835,Jul2019,2019-07
A04XX,P,8856,VIP,yes,2019-07-01,835,Jul2019,2019-07
A04XX,E_T,1.8,VIP,yes,2019-07-01,835,Jul2019,2019-07
A04XX,E_V,2.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
A04XX,E_P,2.5,VIP,yes,2019-07-01,835,Jul2019,2019-07
A05XX,T,95471,VIP,yes,2019-07-01,835,Jul2019,2019-07
A05XX,V,18640,VIP,yes,2019-07-01,835,Jul2019,2019-07
A05XX,P,76831,VIP,yes,2019-07-01,835,Jul2019,2019-07
A05XX,E_T,1.6,VIP,yes,2019-07-01,835,Jul2019,2019-07
A05XX,E_V,2.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
A05XX,E_P,2.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
A06XX,T,2917,VIP,yes,2019-07-01,835,Jul2019,2019-07
A06XX,V,2917,VIP,yes,2019-07-01,835,Jul2019,2019-07
A06XX,E_T,6.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
A06XX,E_V,6.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
A07XX,T,10392,VIP,yes,2019-07-01,835,Jul2019,2019-07
A07XX,P,10143,VIP,yes,2019-07-01,835,Jul2019,2019-07
A07XX,E_T,3.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
A07XX,E_P,3.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
A08XX,T,27596,VIP,yes,2019-07-01,835,Jul2019,2019-07
A08XX,V,13593,VIP,yes,2019-07-01,835,Jul2019,2019-07
A08XX,P,14003,VIP,yes,2019-07-01,835,Jul2019,2019-07
A08XX,E_T,2.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
A08XX,E_V,2.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
A08XX,E_P,3.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
A09XX,T,55782,VIP,yes,2019-07-01,835,Jul2019,2019-07
A09XX,V,16424,VIP,yes,2019-07-01,835,Jul2019,2019-07
A09XX,P,39358,VIP,yes,2019-07-01,835,Jul2019,2019-07
A09XX,E_T,1.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
A09XX,E_V,1.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
A09XX,E_P,1.6,VIP,yes,2019-07-01,835,Jul2019,2019-07
A10XX,T,23399,VIP,yes,2019-07-01,835,Jul2019,2019-07
A10XX,V,23274,VIP,yes,2019-07-01,835,Jul2019,2019-07
A10XX,E_T,53.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
A10XX,E_V,0.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
A11XX,T,97990,VIP,yes,2019-07-01,835,Jul2019,2019-07
A11XX,V,91635,VIP,yes,2019-07-01,835,Jul2019,2019-07
A11XX,P,6355,VIP,yes,2019-07-01,835,Jul2019,2019-07
A11XX,E_T,0.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
A11XX,E_V,0.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
A11XX,E_P,6.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
A12XX,T,97367,VIP,yes,2019-07-01,835,Jul2019,2019-07
A12XX,P,97051,VIP,yes,2019-07-01,835,Jul2019,2019-07
A12XX,E_T,3.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
A12XX,E_P,3.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
A13XX,T,27203,VIP,yes,2019-07-01,835,Jul2019,2019-07
A13XX,P,26554,VIP,yes,2019-07-01,835,Jul2019,2019-07
A13XX,E_T,3.5,VIP,yes,2019-07-01,835,Jul2019,2019-07
A13XX,E_P,3.6,VIP,yes,2019-07-01,835,Jul2019,2019-07
A14XX,T,17201,VIP,yes,2019-07-01,835,Jul2019,2019-07
A14XX,P,16881,VIP,yes,2019-07-01,835,Jul2019,2019-07
A14XX,E_T,4.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
A14XX,E_P,4.2,VIP,yes,2019-07-01,835,Jul2019,2019-07
A15XX,T,9524,VIP,yes,2019-07-01,835,Jul2019,2019-07
A15XX,P,9458,VIP,yes,2019-07-01,835,Jul2019,2019-07
A15XX,E_T,2.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
A15XX,E_P,2.0,VIP,yes,2019-07-01,835,Jul2019,2019-07
A20IX,T,73647,VIP,yes,2019-07-01,835,Jul2019,2019-07
A20IX,V,73330,VIP,yes,2019-07-01,835,Jul2019,2019-07
A20IX,E_T,0.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
A20IX,E_V,0.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
ANRXX,T,780491,VIP,yes,2019-07-01,835,Jul2019,2019-07
ANRXX,V,458054,VIP,yes,2019-07-01,835,Jul2019,2019-07
ANRXX,P,322437,VIP,yes,2019-07-01,835,Jul2019,2019-07
ANRXX,E_T,0.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
ANRXX,E_V,0.6,VIP,yes,2019-07-01,835,Jul2019,2019-07
ANRXX,E_P,1.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
AXXXX,T,1291250,VIP,yes,2019-07-01,835,Jul2019,2019-07
AXXXX,V,962690,VIP,yes,2019-07-01,835,Jul2019,2019-07
AXXXX,P,328560,VIP,yes,2019-07-01,835,Jul2019,2019-07
AXXXX,E_T,0.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
AXXXX,E_V,0.6,VIP,yes,2019-07-01,835,Jul2019,2019-07
AXXXX,E_P,1.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
NRXX,T,71292,VIP,no,2019-07-01,835,Jul2019,2019-07
NRXX,V,39074,VIP,no,2019-07-01,835,Jul2019,2019-07
NRXX,P,32218,VIP,no,2019-07-01,835,Jul2019,2019-07
NRXX,E_T,0.7,VIP,no,2019-07-01,835,Jul2019,2019-07
NRXX,E_V,0.6,VIP,no,2019-07-01,835,Jul2019,2019-07
NRXX,E_P,1.3,VIP,no,2019-07-01,835,Jul2019,2019-07
NRXX,E_MPCT,0.8,VIP,no,2019-07-01,835,Jul2019,2019-07
NRXX,E_MPCV,0.4,VIP,no,2019-07-01,835,Jul2019,2019-07
NRXX,E_MPCP,1.5,VIP,no,2019-07-01,835,Jul2019,2019-07
NRXX,MPCT,0.1,VIP,yes,2019-07-01,835,Jul2019,2019-07
NRXX,MPCV,-0.3,VIP,yes,2019-07-01,835,Jul2019,2019-07
NRXX,MPCP,0.8,VIP,yes,2019-07-01,835,Jul2019,2019-07
XXXX,T,118902,VIP,no,2019-07-01,835,Jul2019,2019-07
XXXX,V,86138,VIP,no,2019-07-01,835,Jul2019,2019-07
XXXX,P,32764,VIP,no,2019-07-01,835,Jul2019,2019-07
XXXX,E_T,0.7,VIP,no,2019-07-01,835,Jul2019,2019-07
XXXX,E_V,0.6,VIP,no,2019-07-01,835,Jul2019,2019-07
XXXX,E_P,1.3,VIP,no,2019-07-01,835,Jul2019,2019-07
XXXX,E_MPCT,0.8,VIP,no,2019-07-01,835,Jul2019,2019-07
XXXX,E_MPCV,0.4,VIP,no,2019-07-01,835,Jul2019,2019-07
XXXX,E_MPCP,1.5,VIP,no,2019-07-01,835,Jul2019,2019-07
XXXX,MPCT,0.5,VIP,yes,2019-07-01,835,Jul2019,2019-07
XXXX,MPCV,0.4,VIP,yes,2019-07-01,835,Jul2019,2019-07
XXXX,MPCP,0.7,VIP,yes,2019-07-01,835,Jul2019,2019-07
00XX,T,47954,VIP,no,2019-08-01,836,Aug2019,2019-08
00XX,V,47339,VIP,no,2019-08-01,836,Aug2019,2019-08
00XX,P,615,VIP,no,2019-08-01,836,Aug2019,2019-08
00XX,E_T,3.1,VIP,no,2019-08-01,836,Aug2019,2019-08
00XX,E_V,5.0,VIP,no,2019-08-01,836,Aug2019,2019-08
00XX,E_P,3.1,VIP,no,2019-08-01,836,Aug2019,2019-08
00XX,E_MPCT,2.9,VIP,no,2019-08-01,836,Aug2019,2019-08
00XX,E_MPCV,0.8,VIP,no,2019-08-01,836,Aug2019,2019-08
00XX,E_MPCP,2.9,VIP,no,2019-08-01,836,Aug2019,2019-08
00XX,MPCT,2.8,VIP,yes,2019-08-01,836,Aug2019,2019-08
00XX,MPCV,2.7,VIP,yes,2019-08-01,836,Aug2019,2019-08
00XX,MPCP,10.0,VIP,yes,2019-08-01,836,Aug2019,2019-08
01XX,T,2867,VIP,no,2019-08-01,836,Aug2019,2019-08
01XX,V,2786,VIP,no,2019-08-01,836,Aug2019,2019-08
01XX,E_T,1.7,VIP,no,2019-08-01,836,Aug2019,2019-08
01XX,E_V,1.7,VIP,no,2019-08-01,836,Aug2019,2019-08
01XX,E_MPCT,2.0,VIP,no,2019-08-01,836,Aug2019,2019-08
01XX,E_MPCV,2.0,VIP,no,2019-08-01,836,Aug2019,2019-08
01XX,MPCT,-0.9,VIP,yes,2019-08-01,836,Aug2019,2019-08
01XX,MPCV,-0.9,VIP,yes,2019-08-01,836,Aug2019,2019-08
02XX,T,6906,VIP,no,2019-08-01,836,Aug2019,2019-08
02XX,V,5922,VIP,no,2019-08-01,836,Aug2019,2019-08
02XX,P,984,VIP,no,2019-08-01,836,Aug2019,2019-08
02XX,E_T,1.7,VIP,no,2019-08-01,836,Aug2019,2019-08
02XX,E_V,2.0,VIP,no,2019-08-01,836,Aug2019,2019-08
02XX,E_P,3.0,VIP,no,2019-08-01,836,Aug2019,2019-08
02XX,E_MPCT,0.9,VIP,no,2019-08-01,836,Aug2019,2019-08
02XX,E_MPCV,1.0,VIP,no,2019-08-01,836,Aug2019,2019-08
02XX,E_MPCP,1.7,VIP,no,2019-08-01,836,Aug2019,2019-08
02XX,MPCT,0.9,VIP,yes,2019-08-01,836,Aug2019,2019-08
02XX,MPCV,0.4,VIP,yes,2019-08-01,836,Aug2019,2019-08
02XX,MPCP,4.1,VIP,yes,2019-08-01,836,Aug2019,2019-08
03XX,T,7466,VIP,no,2019-08-01,836,Aug2019,2019-08
03XX,V,7101,VIP,no,2019-08-01,836,Aug2019,2019-08
03XX,P,364,VIP,no,2019-08-01,836,Aug2019,2019-08
03XX,E_T,1.8,VIP,no,2019-08-01,836,Aug2019,2019-08
03XX,E_V,1.8,VIP,no,2019-08-01,836,Aug2019,2019-08
03XX,E_P,4.7,VIP,no,2019-08-01,836,Aug2019,2019-08
03XX,E_MPCT,1.3,VIP,no,2019-08-01,836,Aug2019,2019-08
03XX,E_MPCV,1.3,VIP,no,2019-08-01,836,Aug2019,2019-08
03XX,E_MPCP,2.0,VIP,no,2019-08-01,836,Aug2019,2019-08
03XX,MPCT,-1.4,VIP,yes,2019-08-01,836,Aug2019,2019-08
03XX,MPCV,-0.6,VIP,yes,2019-08-01,836,Aug2019,2019-08
03XX,MPCP,-14.4,VIP,yes,2019-08-01,836,Aug2019,2019-08
04XX,T,3731,VIP,no,2019-08-01,836,Aug2019,2019-08
04XX,V,2940,VIP,no,2019-08-01,836,Aug2019,2019-08
04XX,P,790,VIP,no,2019-08-01,836,Aug2019,2019-08
04XX,E_T,1.8,VIP,no,2019-08-01,836,Aug2019,2019-08
04XX,E_V,2.2,VIP,no,2019-08-01,836,Aug2019,2019-08
04XX,E_P,2.6,VIP,no,2019-08-01,836,Aug2019,2019-08
04XX,E_MPCT,1.2,VIP,no,2019-08-01,836,Aug2019,2019-08
04XX,E_MPCV,1.4,VIP,no,2019-08-01,836,Aug2019,2019-08
04XX,E_MPCP,1.5,VIP,no,2019-08-01,836,Aug2019,2019-08
04XX,MPCT,-1.7,VIP,yes,2019-08-01,836,Aug2019,2019-08
04XX,MPCV,-2.8,VIP,yes,2019-08-01,836,Aug2019,2019-08
04XX,MPCP,2.7,VIP,yes,2019-08-01,836,Aug2019,2019-08
05XX,T,9966,VIP,no,2019-08-01,836,Aug2019,2019-08
05XX,V,1692,VIP,no,2019-08-01,836,Aug2019,2019-08
05XX,P,8274,VIP,no,2019-08-01,836,Aug2019,2019-08
05XX,E_T,1.5,VIP,no,2019-08-01,836,Aug2019,2019-08
05XX,E_V,2.4,VIP,no,2019-08-01,836,Aug2019,2019-08
05XX,E_P,1.8,VIP,no,2019-08-01,836,Aug2019,2019-08
05XX,E_MPCT,1.4,VIP,no,2019-08-01,836,Aug2019,2019-08
05XX,E_MPCV,1.6,VIP,no,2019-08-01,836,Aug2019,2019-08
05XX,E_MPCP,1.6,VIP,no,2019-08-01,836,Aug2019,2019-08
05XX,MPCT,1.9,VIP,yes,2019-08-01,836,Aug2019,2019-08
05XX,MPCV,-0.2,VIP,yes,2019-08-01,836,Aug2019,2019-08
05XX,MPCP,2.4,VIP,yes,2019-08-01,836,Aug2019,2019-08
06XX,T,261,VIP,no,2019-08-01,836,Aug2019,2019-08
06XX,V,261,VIP,no,2019-08-01,836,Aug2019,2019-08
